line_idx,fbus,tbus,r_pu,x_pu,b_pu,rateA,status
1.450000000000000000e+02,4.700000000000000000e+01,1.480000000000000000e+02,2.206479999999999921e-04,2.363070000000000101e-03,4.478568789999999855e-01,3.258000000000000000e+03,1.000000000000000000e+00
1.460000000000000000e+02,4.800000000000000000e+01,5.000000000000000000e+01,1.799924000000000055e-03,1.639390400000000081e-02,1.197203299999999998e-01,1.356000000000000000e+03,1.000000000000000000e+00
1.470000000000000000e+02,4.800000000000000000e+01,5.200000000000000000e+01,1.777645999999999914e-03,1.619099099999999833e-02,5.255044999999999855e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.480000000000000000e+02,4.800000000000000000e+01,5.800000000000000000e+01,1.016820000000000094e-03,9.261307999999999346e-03,3.005905700000000014e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.490000000000000000e+02,4.900000000000000000e+01,5.500000000000000000e+01,3.647599999999999974e-04,3.906464000000000117e-03,7.403659929999999445e-01,3.258000000000000000e+03,1.000000000000000000e+00
1.500000000000000000e+02,4.900000000000000000e+01,5.900000000000000000e+01,2.127126999999999924e-03,1.937410499999999910e-02,6.288175599999999699e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.510000000000000000e+02,4.900000000000000000e+01,7.900000000000000000e+01,1.822299999999999951e-04,1.951627999999999957e-03,3.698791160000000078e-01,3.258000000000000000e+03,1.000000000000000000e+00
1.520000000000000000e+02,5.000000000000000000e+01,5.200000000000000000e+01,2.774240000000000191e-04,2.971122000000000086e-03,1.564157852999999987e+00,5.430000000000000000e+03,1.000000000000000000e+00
1.530000000000000000e+02,5.000000000000000000e+01,5.400000000000000000e+01,2.363629999999999865e-04,2.531371000000000142e-03,4.797539049999999805e-01,3.258000000000000000e+03,1.000000000000000000e+00
1.540000000000000000e+02,5.000000000000000000e+01,5.700000000000000000e+01,2.647881999999999840e-03,2.411719299999999858e-02,7.827620700000000042e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.550000000000000000e+02,5.000000000000000000e+01,6.000000000000000000e+01,1.043396999999999944e-03,9.503370000000000567e-03,3.084470900000000140e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.560000000000000000e+02,5.100000000000000000e+01,5.700000000000000000e+01,1.948454999999999979e-03,1.774673699999999854e-02,5.759987200000000335e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.570000000000000000e+02,5.100000000000000000e+01,1.200000000000000000e+02,1.446252000000000084e-03,1.317261899999999999e-02,4.275384100000000076e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.580000000000000000e+02,5.100000000000000000e+01,1.500000000000000000e+02,2.251564000000000169e-03,2.050749199999999869e-02,6.656034600000000634e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.590000000000000000e+02,5.200000000000000000e+01,5.500000000000000000e+01,2.176504000000000112e-03,1.982383600000000093e-02,6.434143100000000448e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.600000000000000000e+02,5.200000000000000000e+01,5.600000000000000000e+01,3.065640000000000010e-04,3.283205999999999885e-03,1.728455792999999963e+00,5.430000000000000000e+03,1.000000000000000000e+00
1.610000000000000000e+02,5.200000000000000000e+01,5.800000000000000000e+01,1.619479999999999965e-03,1.475040199999999926e-02,1.077182730000000033e-01,1.356000000000000000e+03,1.000000000000000000e+00
1.620000000000000000e+02,5.300000000000000000e+01,5.500000000000000000e+01,2.970539999999999921e-04,3.181348999999999982e-03,6.029398639999999920e-01,3.258000000000000000e+03,1.000000000000000000e+00
1.630000000000000000e+02,5.400000000000000000e+01,5.500000000000000000e+01,1.534098000000000015e-03,1.397272899999999970e-02,4.535072500000000145e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.640000000000000000e+02,5.400000000000000000e+01,5.500000000000000000e+01,2.561039999999999996e-04,2.742791000000000066e-03,2.310323539999999953e-01,2.172000000000000000e+03,1.000000000000000000e+00
1.650000000000000000e+02,5.400000000000000000e+01,6.100000000000000000e+01,2.073318000000000209e-03,1.888400499999999885e-02,2.451642350000000081e-01,1.808000000000000000e+03,1.000000000000000000e+00
1.660000000000000000e+02,5.400000000000000000e+01,1.110000000000000000e+02,3.014320000000000237e-04,3.228243999999999905e-03,1.699520734999999894e+00,5.430000000000000000e+03,1.000000000000000000e+00
1.670000000000000000e+02,5.400000000000000000e+01,1.740000000000000000e+02,5.193990000000000325e-04,5.562598000000000195e-03,1.874208042000000018e+00,4.344000000000000000e+03,1.000000000000000000e+00
1.680000000000000000e+02,5.500000000000000000e+01,5.900000000000000000e+01,2.857939999999999786e-03,2.603042300000000045e-02,8.448590100000000214e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.690000000000000000e+02,5.500000000000000000e+01,6.000000000000000000e+01,1.417868999999999987e-03,1.291410399999999917e-02,9.430827999999999434e-02,1.356000000000000000e+03,1.000000000000000000e+00
1.700000000000000000e+02,5.600000000000000000e+01,1.420000000000000000e+02,1.709968000000000078e-03,1.557457299999999954e-02,5.054976600000000292e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.710000000000000000e+02,5.700000000000000000e+01,1.090000000000000000e+02,2.589770000000000245e-04,2.773558000000000186e-03,5.256539220000000512e-01,3.258000000000000000e+03,1.000000000000000000e+00
1.720000000000000000e+02,5.700000000000000000e+01,1.110000000000000000e+02,2.311169999999999978e-03,2.105038799999999974e-02,6.832240200000000430e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.730000000000000000e+02,5.700000000000000000e+01,1.110000000000000000e+02,2.572200000000000072e-04,2.754738000000000065e-03,5.220870840000000346e-01,3.258000000000000000e+03,1.000000000000000000e+00
1.740000000000000000e+02,5.700000000000000000e+01,1.500000000000000000e+02,4.729999999999999775e-05,1.520408999999999910e-03,3.096064563000000103e+00,1.458000000000000000e+04,1.000000000000000000e+00
1.750000000000000000e+02,5.900000000000000000e+01,7.900000000000000000e+01,1.148041999999999943e-03,1.045648799999999989e-02,3.393820499999999907e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.760000000000000000e+02,6.200000000000000000e+01,1.090000000000000000e+02,1.508545999999999932e-03,1.373999600000000085e-02,4.459535399999999677e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.770000000000000000e+02,6.300000000000000000e+01,7.000000000000000000e+01,2.477336000000000121e-03,2.256384100000000115e-02,7.323455299999999391e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.780000000000000000e+02,6.300000000000000000e+01,7.100000000000000000e+01,2.118268999999999881e-03,1.929342100000000157e-02,6.261988400000000066e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.790000000000000000e+02,6.300000000000000000e+01,7.100000000000000000e+01,3.536260000000000054e-04,3.787220999999999903e-03,3.190074480000000268e-01,2.172000000000000000e+03,1.000000000000000000e+00
1.800000000000000000e+02,6.300000000000000000e+01,7.400000000000000000e+01,2.453204999999999969e-03,2.234405700000000050e-02,7.252120900000000314e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.810000000000000000e+02,6.400000000000000000e+01,6.500000000000000000e+01,1.841135999999999944e-03,1.676926399999999900e-02,5.442732799999999704e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.820000000000000000e+02,6.400000000000000000e+01,6.800000000000000000e+01,2.966653999999999992e-03,2.702060900000000099e-02,8.769970700000000174e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.830000000000000000e+02,6.400000000000000000e+01,1.100000000000000000e+02,1.619060000000000074e-03,1.474657799999999977e-02,4.786237699999999762e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.840000000000000000e+02,6.400000000000000000e+01,1.120000000000000000e+02,1.294641999999999928e-03,1.179174399999999984e-02,1.530879609999999946e-01,1.808000000000000000e+03,1.000000000000000000e+00
1.850000000000000000e+02,6.400000000000000000e+01,1.210000000000000000e+02,1.212895999999999983e-03,1.104718699999999998e-02,3.585541200000000317e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.860000000000000000e+02,6.400000000000000000e+01,1.210000000000000000e+02,1.349880000000000025e-04,1.445679000000000061e-03,2.739898949999999833e-01,3.258000000000000000e+03,1.000000000000000000e+00
1.870000000000000000e+02,6.500000000000000000e+01,7.300000000000000000e+01,1.216475000000000065e-03,1.107978800000000014e-02,3.596122300000000049e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.880000000000000000e+02,6.600000000000000000e+01,6.800000000000000000e+01,1.483844999999999912e-03,1.351501800000000017e-02,4.386515199999999753e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.890000000000000000e+02,6.600000000000000000e+01,7.000000000000000000e+01,2.429311999999999878e-03,2.212643900000000122e-02,1.615835180000000093e-01,1.356000000000000000e+03,1.000000000000000000e+00
1.900000000000000000e+02,6.600000000000000000e+01,1.870000000000000000e+02,3.668123000000000130e-03,3.340966100000000022e-02,1.084363960000000043e-01,9.040000000000000000e+02,1.000000000000000000e+00
1.910000000000000000e+02,6.700000000000000000e+01,7.000000000000000000e+01,9.870460000000001038e-04,8.990120000000000750e-03,2.917887400000000048e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.920000000000000000e+02,6.700000000000000000e+01,7.000000000000000000e+01,1.647789999999999888e-04,1.764724999999999974e-03,1.486473219999999984e-01,2.172000000000000000e+03,1.000000000000000000e+00
1.930000000000000000e+02,6.700000000000000000e+01,7.200000000000000000e+01,2.313869999999999989e-03,2.107498199999999905e-02,2.736088970000000176e-01,1.808000000000000000e+03,1.000000000000000000e+00
1.940000000000000000e+02,6.700000000000000000e+01,7.200000000000000000e+01,3.862800000000000218e-04,4.136934999999999571e-03,1.393858800999999925e+00,4.344000000000000000e+03,1.000000000000000000e+00
1.950000000000000000e+02,6.800000000000000000e+01,1.910000000000000000e+02,2.797164999999999895e-03,2.547687900000000089e-02,1.860508929999999950e-01,1.356000000000000000e+03,1.000000000000000000e+00
1.960000000000000000e+02,6.900000000000000000e+01,7.400000000000000000e+01,1.978681999999999837e-03,1.802204599999999990e-02,5.849343099999999851e-02,9.040000000000000000e+02,1.000000000000000000e+00
1.970000000000000000e+02,6.900000000000000000e+01,1.170000000000000000e+02,1.889173000000000067e-03,1.720678800000000064e-02,1.256566130000000003e-01,1.356000000000000000e+03,1.000000000000000000e+00
1.980000000000000000e+02,7.000000000000000000e+01,7.100000000000000000e+01,3.014049999999999781e-04,3.227954999999999800e-03,2.718989889999999798e-01,2.172000000000000000e+03,1.000000000000000000e+00
1.990000000000000000e+02,7.000000000000000000e+01,1.140000000000000000e+02,5.325080000000000048e-04,5.702984999999999825e-03,3.002357475999999803e+00,5.430000000000000000e+03,1.000000000000000000e+00
2.000000000000000000e+02,7.000000000000000000e+01,1.930000000000000000e+02,3.312669999999999981e-04,3.547768000000000189e-03,1.195350718999999895e+00,4.344000000000000000e+03,1.000000000000000000e+00
2.010000000000000000e+02,7.200000000000000000e+01,1.170000000000000000e+02,5.001875999999999718e-03,4.555762800000000279e-02,1.478645670000000023e-01,9.040000000000000000e+02,1.000000000000000000e+00
2.020000000000000000e+02,7.300000000000000000e+01,1.210000000000000000e+02,1.862471000000000092e-03,1.696358499999999978e-02,2.202321080000000098e-01,1.808000000000000000e+03,1.000000000000000000e+00
2.030000000000000000e+02,7.500000000000000000e+01,8.400000000000000000e+01,1.504172000000000018e-03,1.370016500000000026e-02,1.778643109999999972e-01,1.808000000000000000e+03,1.000000000000000000e+00
2.040000000000000000e+02,7.500000000000000000e+01,9.200000000000000000e+01,1.550125999999999978e-03,1.411871299999999975e-02,4.582454200000000283e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.050000000000000000e+02,7.500000000000000000e+01,9.500000000000000000e+01,1.009928999999999905e-03,9.198540999999999315e-03,2.985533599999999968e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.060000000000000000e+02,7.500000000000000000e+01,9.800000000000000000e+01,1.323773000000000094e-03,1.205706500000000049e-02,3.913313399999999997e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.070000000000000000e+02,7.600000000000000000e+01,8.800000000000000000e+01,3.348182999999999802e-03,3.049561099999999886e-02,9.897838400000000258e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.080000000000000000e+02,7.600000000000000000e+01,9.000000000000000000e+01,3.212851000000000075e-03,2.926299200000000156e-02,9.497771900000000211e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.090000000000000000e+02,7.700000000000000000e+01,8.000000000000000000e+01,1.422880999999999972e-03,1.295975000000000078e-02,1.682517679999999960e-01,1.808000000000000000e+03,1.000000000000000000e+00
2.100000000000000000e+02,7.700000000000000000e+01,8.100000000000000000e+01,1.403067999999999937e-03,1.277929300000000060e-02,4.147723999999999855e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.110000000000000000e+02,7.700000000000000000e+01,8.800000000000000000e+01,3.005747999999999927e-03,2.737667800000000151e-02,8.885538499999999507e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.120000000000000000e+02,7.700000000000000000e+01,1.780000000000000000e+02,1.280019999999999986e-03,1.165856300000000026e-02,3.783973200000000092e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.130000000000000000e+02,7.800000000000000000e+01,8.200000000000000000e+01,1.244536000000000080e-03,1.133536700000000071e-02,3.679074599999999917e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.140000000000000000e+02,7.800000000000000000e+01,9.400000000000000000e+01,1.419286999999999979e-03,1.292702299999999929e-02,4.195672100000000238e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.150000000000000000e+02,7.900000000000000000e+01,8.800000000000000000e+01,2.475339999999999919e-04,2.651012999999999807e-03,2.233017099999999866e-01,2.172000000000000000e+03,1.000000000000000000e+00
2.160000000000000000e+02,7.900000000000000000e+01,8.800000000000000000e+01,1.482765000000000038e-03,1.350518300000000047e-02,4.383323100000000028e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.170000000000000000e+02,7.900000000000000000e+01,9.200000000000000000e+01,4.009770000000000066e-04,4.294331999999999663e-03,3.255504478999999840e+00,6.516000000000000000e+03,1.000000000000000000e+00
2.180000000000000000e+02,8.000000000000000000e+01,8.300000000000000000e+01,1.208459000000000052e-03,1.100677100000000026e-02,3.572423500000000002e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.190000000000000000e+02,8.000000000000000000e+01,8.700000000000000000e+01,3.105149999999999772e-04,2.828200999999999805e-03,9.179379999999999137e-03,9.040000000000000000e+02,1.000000000000000000e+00
2.200000000000000000e+02,8.000000000000000000e+01,9.100000000000000000e+01,2.471800000000000017e-04,2.647216999999999886e-03,8.919277150000000098e-01,4.344000000000000000e+03,1.000000000000000000e+00
2.210000000000000000e+02,8.000000000000000000e+01,9.400000000000000000e+01,1.342864999999999944e-03,1.223095700000000063e-02,3.969752700000000328e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.220000000000000000e+02,8.000000000000000000e+01,9.900000000000000000e+01,1.368250000000000054e-04,1.465354000000000092e-03,2.777188190000000056e-01,3.258000000000000000e+03,1.000000000000000000e+00
2.230000000000000000e+02,8.000000000000000000e+01,1.740000000000000000e+02,2.639340000000000110e-04,2.826648000000000181e-03,1.488099373000000059e+00,5.430000000000000000e+03,1.000000000000000000e+00
2.240000000000000000e+02,8.200000000000000000e+01,8.400000000000000000e+01,1.426446999999999958e-03,1.299223099999999992e-02,1.686734589999999978e-01,1.808000000000000000e+03,1.000000000000000000e+00
2.250000000000000000e+02,8.200000000000000000e+01,8.700000000000000000e+01,1.141677000000000013e-03,1.039852100000000085e-02,7.593764499999999806e-02,1.356000000000000000e+03,1.000000000000000000e+00
2.260000000000000000e+02,8.200000000000000000e+01,9.200000000000000000e+01,1.885039999999999936e-03,1.716914900000000160e-02,5.572521999999999892e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.270000000000000000e+02,8.200000000000000000e+01,9.900000000000000000e+01,1.920791999999999942e-03,1.749478399999999934e-02,5.678211799999999948e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.280000000000000000e+02,8.300000000000000000e+01,1.830000000000000000e+02,2.458703999999999924e-03,2.239413900000000041e-02,7.268375900000000056e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.290000000000000000e+02,8.400000000000000000e+01,8.500000000000000000e+01,1.687092000000000062e-03,1.536621300000000009e-02,4.987350100000000064e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.300000000000000000e+02,8.400000000000000000e+01,8.900000000000000000e+01,2.068494000000000149e-03,1.884006699999999854e-02,6.114845000000000003e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.310000000000000000e+02,8.400000000000000000e+01,9.600000000000000000e+01,2.979490000000000003e-03,2.713751899999999884e-02,8.807915700000000514e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.320000000000000000e+02,8.500000000000000000e+01,8.900000000000000000e+01,2.135987000000000215e-03,1.945480299999999968e-02,1.420732640000000047e-01,1.356000000000000000e+03,1.000000000000000000e+00
2.330000000000000000e+02,8.500000000000000000e+01,9.200000000000000000e+01,2.298553000000000054e-03,2.093547200000000011e-02,6.794942099999999596e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.340000000000000000e+02,8.500000000000000000e+01,9.700000000000000000e+01,6.828500000000000368e-04,6.219467999999999698e-03,2.018627699999999900e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.350000000000000000e+02,8.600000000000000000e+01,8.800000000000000000e+01,3.451861000000000079e-03,3.143992599999999998e-02,1.020433079999999992e-01,9.040000000000000000e+02,1.000000000000000000e+00
2.360000000000000000e+02,8.600000000000000000e+01,9.500000000000000000e+01,1.376463999999999986e-03,1.253698399999999928e-02,4.069078699999999910e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.370000000000000000e+02,8.700000000000000000e+01,9.900000000000000000e+01,1.036674999999999923e-03,9.442152000000000531e-03,3.064601499999999867e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.380000000000000000e+02,8.800000000000000000e+01,9.000000000000000000e+01,3.918069999999999843e-04,4.196123999999999861e-03,3.534504250000000125e-01,2.172000000000000000e+03,1.000000000000000000e+00
2.390000000000000000e+02,8.800000000000000000e+01,9.000000000000000000e+01,2.346977000000000091e-03,2.137651600000000165e-02,6.938090199999999430e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.400000000000000000e+02,8.800000000000000000e+01,9.900000000000000000e+01,3.687001999999999988e-03,3.358161500000000216e-02,1.089945030000000065e-01,9.040000000000000000e+02,1.000000000000000000e+00
2.410000000000000000e+02,8.800000000000000000e+01,1.740000000000000000e+02,4.375270000000000005e-04,4.685771000000000033e-03,8.880628959999999905e-01,3.258000000000000000e+03,1.000000000000000000e+00
2.420000000000000000e+02,9.100000000000000000e+01,9.400000000000000000e+01,2.103972999999999868e-03,1.916321199999999891e-02,6.219726800000000000e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.430000000000000000e+02,9.100000000000000000e+01,1.740000000000000000e+02,3.045090000000000080e-04,3.261188999999999841e-03,3.365055638999999932e+00,7.602000000000000000e+03,1.000000000000000000e+00
2.440000000000000000e+02,9.100000000000000000e+01,1.750000000000000000e+02,4.193040000000000092e-04,4.490609999999999914e-03,2.364097987000000067e+00,5.430000000000000000e+03,1.000000000000000000e+00
2.450000000000000000e+02,9.200000000000000000e+01,9.800000000000000000e+01,1.381798000000000054e-03,1.258556199999999979e-02,9.190901899999999458e-02,1.356000000000000000e+03,1.000000000000000000e+00
2.460000000000000000e+02,9.200000000000000000e+01,9.900000000000000000e+01,5.003829999999999693e-04,5.358945000000000375e-03,4.513978350000000250e-01,2.172000000000000000e+03,1.000000000000000000e+00
2.470000000000000000e+02,9.300000000000000000e+01,9.800000000000000000e+01,2.416296000000000069e-03,2.200788099999999997e-02,7.143009799999999743e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.480000000000000000e+02,9.600000000000000000e+01,9.800000000000000000e+01,2.612642999999999997e-03,2.379623399999999944e-02,7.723448099999999372e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.490000000000000000e+02,1.000000000000000000e+02,1.010000000000000000e+02,1.051689999999999955e-04,1.210760000000000043e-04,1.329125241999999929e+00,2.124000000000000000e+03,1.000000000000000000e+00
2.500000000000000000e+02,1.000000000000000000e+02,1.060000000000000000e+02,5.360000000000000350e-06,6.170000000000000218e-06,6.773258999999999530e-02,2.124000000000000000e+03,1.000000000000000000e+00
2.510000000000000000e+02,1.010000000000000000e+02,1.570000000000000000e+02,8.217549999999999681e-04,7.484629999999999929e-03,2.429256299999999966e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.520000000000000000e+02,1.020000000000000000e+02,1.050000000000000000e+02,1.656630000000000027e-04,1.508872999999999985e-03,4.897290000000000323e-03,9.040000000000000000e+02,1.000000000000000000e+00
2.530000000000000000e+02,1.020000000000000000e+02,1.650000000000000000e+02,2.363809999999999989e-04,2.721350000000000093e-04,3.319321510000000086e-01,7.080000000000000000e+02,1.000000000000000000e+00
2.540000000000000000e+02,1.030000000000000000e+02,1.040000000000000000e+02,1.179149999999999984e-04,1.357499999999999929e-04,6.623132179999999813e-01,1.416000000000000000e+03,1.000000000000000000e+00
2.550000000000000000e+02,1.030000000000000000e+02,1.060000000000000000e+02,3.301099999999999954e-04,3.006675999999999793e-03,9.758647999999999975e-03,9.040000000000000000e+02,1.000000000000000000e+00
2.560000000000000000e+02,1.030000000000000000e+02,1.060000000000000000e+02,1.599999999999999928e-05,3.680000000000000003e-05,7.975295500000000315e-01,1.906000000000000000e+03,1.000000000000000000e+00
2.570000000000000000e+02,1.040000000000000000e+02,1.050000000000000000e+02,1.699679999999999963e-04,1.956770000000000037e-04,2.386735239999999980e-01,7.080000000000000000e+02,1.000000000000000000e+00
2.580000000000000000e+02,1.050000000000000000e+02,1.580000000000000000e+02,1.695620000000000005e-04,1.952090000000000075e-04,2.381030309999999928e-01,7.080000000000000000e+02,1.000000000000000000e+00
2.590000000000000000e+02,1.050000000000000000e+02,1.590000000000000000e+02,2.147449999999999912e-04,2.472269999999999828e-04,6.784902459999999635e-01,1.062000000000000000e+03,1.000000000000000000e+00
2.600000000000000000e+02,1.060000000000000000e+02,1.600000000000000000e+02,7.543689999999999597e-04,6.870878000000000402e-03,2.230053300000000086e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.610000000000000000e+02,1.070000000000000000e+02,1.110000000000000000e+02,1.452210000000000111e-04,1.555266000000000027e-03,5.240163279999999757e-01,4.344000000000000000e+03,1.000000000000000000e+00
2.620000000000000000e+02,1.070000000000000000e+02,1.120000000000000000e+02,8.152199999999999638e-04,7.425110000000000390e-03,5.422361199999999742e-02,1.356000000000000000e+03,1.000000000000000000e+00
2.630000000000000000e+02,1.070000000000000000e+02,1.130000000000000000e+02,8.211740000000000358e-04,7.479338000000000306e-03,2.427538900000000138e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.640000000000000000e+02,1.070000000000000000e+02,1.180000000000000000e+02,1.979899999999999933e-04,2.120414000000000153e-03,4.018678669999999897e-01,3.258000000000000000e+03,1.000000000000000000e+00
2.650000000000000000e+02,1.070000000000000000e+02,1.180000000000000000e+02,1.778985000000000071e-03,1.620318700000000084e-02,5.259003500000000025e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.660000000000000000e+02,1.070000000000000000e+02,1.200000000000000000e+02,1.588608000000000034e-03,1.446920999999999971e-02,4.696213600000000155e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.670000000000000000e+02,1.070000000000000000e+02,1.200000000000000000e+02,2.652040000000000040e-04,2.840248000000000078e-03,2.392414399999999997e-01,2.172000000000000000e+03,1.000000000000000000e+00
2.680000000000000000e+02,1.070000000000000000e+02,1.490000000000000000e+02,3.896969999999999926e-04,4.173533999999999577e-03,7.909819780000000300e-01,3.258000000000000000e+03,1.000000000000000000e+00
2.690000000000000000e+02,1.080000000000000000e+02,1.140000000000000000e+02,1.601594999999999928e-03,1.458749900000000030e-02,1.065286349999999965e-01,1.356000000000000000e+03,1.000000000000000000e+00
2.700000000000000000e+02,1.080000000000000000e+02,1.180000000000000000e+02,2.249171999999999803e-03,2.048569800000000010e-02,6.648960800000000559e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.710000000000000000e+02,1.080000000000000000e+02,1.220000000000000000e+02,1.602586000000000028e-03,1.459652399999999961e-02,4.737535400000000146e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.720000000000000000e+02,1.080000000000000000e+02,1.220000000000000000e+02,2.675369999999999832e-04,2.865238999999999894e-03,2.413465150000000115e-01,2.172000000000000000e+03,1.000000000000000000e+00
2.730000000000000000e+02,1.080000000000000000e+02,1.450000000000000000e+02,4.578219999999999816e-04,4.903122999999999683e-03,4.130027689999999918e-01,2.172000000000000000e+03,1.000000000000000000e+00
2.740000000000000000e+02,1.080000000000000000e+02,1.450000000000000000e+02,2.742414999999999783e-03,2.497821399999999858e-02,8.107078900000000421e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.750000000000000000e+02,1.080000000000000000e+02,1.520000000000000000e+02,2.799458999999999802e-03,2.549777199999999841e-02,8.275709600000000221e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.760000000000000000e+02,1.090000000000000000e+02,1.110000000000000000e+02,1.755529999999999938e-03,1.598956099999999936e-02,5.189667600000000269e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.770000000000000000e+02,1.090000000000000000e+02,1.210000000000000000e+02,2.692339999999999772e-04,2.883409999999999879e-03,5.464733859999999499e-01,3.258000000000000000e+03,1.000000000000000000e+00
2.780000000000000000e+02,1.090000000000000000e+02,1.900000000000000000e+02,4.330149999999999733e-04,4.637455000000000396e-03,1.562499303000000062e+00,4.344000000000000000e+03,1.000000000000000000e+00
2.790000000000000000e+02,1.100000000000000000e+02,1.160000000000000000e+02,2.116213999999999942e-03,1.927470400000000014e-02,6.255913300000000288e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.800000000000000000e+02,1.110000000000000000e+02,1.150000000000000000e+02,7.894329999999999750e-04,7.190239999999999652e-03,2.333707399999999932e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.810000000000000000e+02,1.110000000000000000e+02,1.210000000000000000e+02,1.415130000000000120e-04,1.515557999999999966e-03,5.106375640000000438e-01,4.344000000000000000e+03,1.000000000000000000e+00
2.820000000000000000e+02,1.110000000000000000e+02,1.210000000000000000e+02,1.695363999999999986e-03,1.544156000000000001e-02,5.011805400000000216e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.830000000000000000e+02,1.120000000000000000e+02,1.210000000000000000e+02,1.566956999999999899e-03,1.427201600000000022e-02,4.632211099999999915e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.840000000000000000e+02,1.120000000000000000e+02,1.210000000000000000e+02,2.615900000000000213e-04,2.801539999999999933e-03,2.359809280000000065e-01,2.172000000000000000e+03,1.000000000000000000e+00
2.850000000000000000e+02,1.120000000000000000e+02,1.220000000000000000e+02,3.051369999999999755e-04,3.267916999999999957e-03,2.477386297999999876e+00,6.516000000000000000e+03,1.000000000000000000e+00
2.860000000000000000e+02,1.140000000000000000e+02,1.170000000000000000e+02,2.584219999999999920e-03,2.353735900000000075e-02,7.639426200000000444e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.870000000000000000e+02,1.140000000000000000e+02,1.220000000000000000e+02,1.489240000000000127e-04,1.594928000000000014e-03,1.343448839999999977e-01,2.172000000000000000e+03,1.000000000000000000e+00
2.880000000000000000e+02,1.140000000000000000e+02,1.220000000000000000e+02,8.920749999999999860e-04,8.125115999999999936e-03,2.637136199999999889e-02,9.040000000000000000e+02,1.000000000000000000e+00
2.890000000000000000e+02,1.150000000000000000e+02,1.210000000000000000e+02,1.049058999999999972e-03,9.554939999999999614e-03,6.977718900000000335e-02,1.356000000000000000e+03,1.000000000000000000e+00
